index,First Name,Email ID,CGPA,Experience with python (Months),Expected salary (Lac)
2770,Quincy,quincy@xyz.com,9.2,6,18
2771,Mary,mary@xyz.com,9.9,8,19
2786,Douglas,douglas@xyz.com,9.1,6,26
2796,Rosa,rosa@xyz.com,9.2,6,24
2799,Eileen,eileen@xyz.com,9.9,6,21
2800,Dolores,dolores@xyz.com,8.1,6,8
2803,Philip,philip@xyz.com,9.6,6,25
2807,William,william@xyz.com,9.9,8,17
2813,Deborah,deborah@xyz.com,8.9,8,8
2814,Mike,mike@xyz.com,9.5,8,26
2815,Miguel,miguel@xyz.com,8.5,8,7
2817,Carlos,carlos@xyz.com,8.8,6,8
2819,Paul,paul@xyz.com,8.3,6,6
2822,Marcus,marcus@xyz.com,9.9,8,25
2828,Susan,susan@xyz.com,8.7,8,9
2831,James,james@xyz.com,9.2,8,16
2841,Matt,matt@xyz.com,8.7,6,8
2845,Jason,jason@xyz.com,9.3,8,15
2849,Rita,rita@xyz.com,8.5,8,18
2850,Robert,robert@xyz.com,8.7,6,23
2851,Ashley,ashley@xyz.com,8.3,8,5
2852,Ellen,ellen@xyz.com,8.6,8,9
2853,Theodore,theodore@xyz.com,8.5,8,9
2854,Russell,russell@xyz.com,9.1,8,17
2859,Donald,donald@xyz.com,9.4,6,23
2862,Bryan,bryan@xyz.com,8.5,8,7
2864,Helen,helen@xyz.com,8.1,8,19
2870,Bryan,bryan@xyz.com,9.3,6,26
2874,John,john@xyz.com,8.1,8,12
2876,Adrianne,adrianne@xyz.com,9.3,8,21
2878,Francis,francis@xyz.com,9.1,8,21
2889,Shaikh,shaikh@xyz.com,8.4,8,21
2893,Gupta,gupta@xyz.com,9.3,6,18
2898,Sunil,sunil@xyz.com,8.8,6,12
2903,Grace,grace@xyz.com,9.3,6,17
2910,Ranjeet,ranjeet@xyz.com,9.7,6,26
2918,Deepak,deepak@xyz.com,8.2,6,9
2920,Ankush,ankush@xyz.com,9.1,8,17
2921,NILESH,nilesh@xyz.com,8.9,6,11
2925,Rajaram,rajaram@xyz.com,9.6,8,21
2927,Arun,arun@xyz.com,9.1,6,18
2929,Nagendra,nagendra@xyz.com,9.5,8,18
2938,Vara,vara@xyz.com,8.3,8,8
2939,Sachin,sachin@xyz.com,9.9,6,26
2943,ramchandra,ramchandra@xyz.com,9.2,6,20
2952,PRAMOD,pramod@xyz.com,8.1,8,19
2954,Rajaram,rajaram@xyz.com,9.3,6,23
2958,Avinash,avinash@xyz.com,8.3,8,11
2959,Ramchandra,ramchandra@xyz.com,9.4,6,15
2960,Vasant,vasant@xyz.com,8.5,8,18
2968,Ramnath,ramnath@xyz.com,8.3,6,13
2971,Hemant,hemant@xyz.com,9.4,6,18
2978,Rajendra,rajendra@xyz.com,8.1,8,7
2981,Subodh,subodh@xyz.com,9.3,6,19
2983,Sanjay,sanjay@xyz.com,9.1,6,21
2986,Vasant,vasant@xyz.com,9.2,8,25
2988,Anant,anant@xyz.com,9.1,6,19
2992,Sudhir,sudhir@xyz.com,9.2,6,18
2995,Vaishnavi,vaishnavi@xyz.com,9.3,8,19
2997,Narayan,narayan@xyz.com,8.4,6,9
3003,Prakash,prakash@xyz.com,8.8,8,19
3004,Kundan,kundan@xyz.com,8.7,8,9
3006,Dinkar,dinkar@xyz.com,9.2,6,15
3010,Subhash,subhash@xyz.com,9.2,8,22
3011,Jadhav,jadhav@xyz.com,9.3,6,16
3016,DATTATRAY,dattatray@xyz.com,9.7,8,16
3023,Rathod,rathod@xyz.com,9.1,6,24
3024,patel,patel@xyz.com,9.5,6,17
3039,Taksh,taksh@xyz.com,8.1,6,18
3040,KALKANI,kalkani@xyz.com,9.5,6,14
3041,Patel,patel@xyz.com,9.8,8,25
3045,Dharti,dharti@xyz.com,9.1,6,15
3047,Sujal,sujal@xyz.com,9.5,6,18
3060,BHUVANAGIRI,bhuvanagiri@xyz.com,8.8,6,5
3067,Adityakumar,adityakumar@xyz.com,9.9,8,15
3074,RATHOD,rathod@xyz.com,8.7,8,16
3075,RATHOD,rathod@xyz.com,9.5,6,19
3088,Pal,pal@xyz.com,8.7,8,5
3090,Ashlesha,ashlesha@xyz.com,9.0,6,19
3095,Kaushani,kaushani@xyz.com,9.5,6,20
3098,PREM,prem@xyz.com,9.3,8,30
3105,Rathod,rathod@xyz.com,8.3,6,8
3106,SOURABH,sourabh@xyz.com,9.4,8,25
3107,Nihar,nihar@xyz.com,8.6,8,7
3108,JAYSHREE,jayshree@xyz.com,8.5,8,13
3109,Mansi,mansi@xyz.com,9.1,8,19
3119,Piyush,piyush@xyz.com,8.5,6,11
3132,Samruddhi,samruddhi@xyz.com,9.3,6,21
3134,Rutuja,rutuja@xyz.com,8.9,6,16
3137,Hrishikesh,hrishikesh@xyz.com,8.1,6,7
3139,Harshal,harshal@xyz.com,9.6,6,23
3142,Vedant,vedant@xyz.com,9.3,8,17
3144,Patel,patel@xyz.com,9.1,8,21
3154,Jaiswal,jaiswal@xyz.com,9.5,6,19
3155,Akshinsinh,akshinsinh@xyz.com,9.2,8,21
3160,vraj,vraj@xyz.com,9.1,8,29
3162,Sharma,sharma@xyz.com,8.4,6,8
3164,Esha,esha@xyz.com,9.2,8,19
3167,Sahil,sahil@xyz.com,9.9,8,18
3171,Sanjay,sanjay@xyz.com,8.4,6,18
3174,Nikhil,nikhil@xyz.com,8.7,8,8
3180,Rushikesh,rushikesh@xyz.com,9.1,8,22
3185,Anmol,anmol@xyz.com,9.3,6,17
3188,Ghanshyam,ghanshyam@xyz.com,8.7,8,11
3189,Shriram,shriram@xyz.com,9.1,8,24
3194,Anghan,anghan@xyz.com,8.3,8,12
3197,AARAV,aarav@xyz.com,9.3,8,18
3210,Ashwini ,ashwini@xyz.com,8.7,8,24
3211,Jheanna Mae,jheannamae@xyz.com,8.7,8,17
3214,Riya,riya@xyz.com,9.1,6,25
3215,Shubham,shubham@xyz.com,9.5,6,20
3219,Vishal,vishal@xyz.com,8.9,8,21
3224,Omkar,omkar@xyz.com,9.9,8,16
3225,Patel,patel@xyz.com,9.1,8,29
3226,Arjun,arjun@xyz.com,8.4,6,7
3231,Snehal,snehal@xyz.com,8.3,8,13
3233,Apurva,apurva@xyz.com,8.5,6,5
3234,Pooja,pooja@xyz.com,8.5,8,20
3235,Prashant,prashant@xyz.com,8.8,8,20
3240,Ketaki,ketaki@xyz.com,9.9,8,23
3248,Sakshi,sakshi@xyz.com,9.2,8,24
3267,Shah,shah@xyz.com,8.3,8,19
3268,Shruti,shruti@xyz.com,9.4,8,15
3270,Shravani,shravani@xyz.com,9.1,8,19
3276,Shruti,shruti@xyz.com,8.5,6,7
3280,Dr.,dr.@xyz.com,9.4,6,24
3284,Smit,smit@xyz.com,8.3,8,8
3285,Shubham,shubham@xyz.com,9.5,8,21
3289,Ragul,ragul@xyz.com,9.3,6,19
3290,vasant,vasant@xyz.com,9.6,6,21
3297,Aishwarya,aishwarya@xyz.com,9.1,8,23
3298,Abhishek,abhishek@xyz.com,9.7,6,24
3300,Arya,arya@xyz.com,9.1,6,26
3304,Sahil,sahil@xyz.com,9.3,8,22
3306,Snehal,snehal@xyz.com,8.3,6,17
3313,Nikita,nikita@xyz.com,8.2,8,20
3315,Nishant,nishant@xyz.com,8.5,8,9
3316,Anmol,anmol@xyz.com,9.1,8,21
3317,RAHUL,rahul@xyz.com,9.5,6,15
3320,Priyanka,priyanka@xyz.com,8.7,6,8
3321,Rutika,rutika@xyz.com,9.1,8,24
3324,ashish,ashish@xyz.com,9.9,8,19
3325,SHUBHAM,shubham@xyz.com,8.1,8,9
3327,Patel,patel@xyz.com,9.6,8,25
3328,RANA,rana@xyz.com,9.6,8,21
3331,Saurabh,saurabh@xyz.com,8.4,6,17
3332,Meet,meet@xyz.com,9.9,6,18
3338,RANA,rana@xyz.com,9.5,8,31
3341,PATEL,patel@xyz.com,8.3,8,7
3361,Santhana,santhana@xyz.com,9.0,6,8
3366,Rupapara,rupapara@xyz.com,9.5,8,21
3368,AARAV,aarav@xyz.com,9.7,6,19
3369,Harshil,harshil@xyz.com,9.3,8,17
3376,Dharti,dharti@xyz.com,8.3,8,8
3378,Sujal,sujal@xyz.com,8.6,8,9
3379,Ayush,ayush@xyz.com,8.5,8,17
3380,Vasava,vasava@xyz.com,9.1,8,13
3387,DARJI,darji@xyz.com,9.4,6,19
3399,PATEL,patel@xyz.com,9.4,8,19
3403,Prathmesh,prathmesh@xyz.com,9.3,8,21
3405,RATHOD,rathod@xyz.com,8.9,6,10
3406,RATHOD,rathod@xyz.com,8.3,8,15
3408,Patel,patel@xyz.com,8.1,8,20
3409,Patel,patel@xyz.com,9.5,6,21
3410,Meet,meet@xyz.com,9.6,8,17
3414,Darsh,darsh@xyz.com,9.6,8,21
3415,RITIK,ritik@xyz.com,9.1,8,21
3426,Kaushani,kaushani@xyz.com,9.2,6,21
3431,C,c@xyz.com,9.1,6,25
3435,Harshini,harshini@xyz.com,9.2,6,30
3438,Nihar,nihar@xyz.com,9.9,6,17
3440,Mansi,mansi@xyz.com,9.3,6,35
3445,Mugdal,mugdal@xyz.com,8.7,8,8
3456,TADHANI,tadhani@xyz.com,9.3,8,17
3460,MD.,md.@xyz.com,9.1,6,19
3465,Rutuja,rutuja@xyz.com,8.3,6,20
3466,Rana,rana@xyz.com,9.2,6,15
3477,Rohit,rohit@xyz.com,9.7,6,20
3481,Nihal,nihal@xyz.com,8.7,6,8
3482,Patel,patel@xyz.com,8.7,6,7
3483,Jaykumar,jaykumar@xyz.com,8.2,8,21
3487,Charmi,charmi@xyz.com,9.1,8,21
3488,Tushar,tushar@xyz.com,9.5,8,21
3493,Sharma,sharma@xyz.com,8.7,8,17
3495,Esha,esha@xyz.com,8.9,6,21
3498,Sahil,sahil@xyz.com,8.6,8,8
3499,dirgh,dirgh@xyz.com,9.2,8,21
3503,PRAJWAL,prajwal@xyz.com,8.1,6,24
3506,Aakanksha,aakanksha@xyz.com,9.6,8,21
3513,Krishan,krishan@xyz.com,8.4,8,8
3514,Hemant ,hemant@xyz.com,9.9,8,21
3520,Shriram,shriram@xyz.com,8.9,6,6
3522,Tushar,tushar@xyz.com,8.5,8,7
3523,Abdul,abdul@xyz.com,8.5,8,8
3527,Garala,garala@xyz.com,8.3,6,11
3531,Vikranth,vikranth@xyz.com,9.9,8,21
3538,Abhishek,abhishek@xyz.com,8.7,8,12
3541,Ashwini ,ashwini@xyz.com,9.2,6,20
3550,Neeraj,neeraj@xyz.com,8.7,8,5
3552,Sanjay,sanjay@xyz.com,8.5,6,7
3568,Hanmant,hanmant@xyz.com,8.6,7,20
3586,ASHUTOSH KUMAR,ashutoshkumar@xyz.com,9.1,7,26
3591,Lisban ,lisban@xyz.com,8.2,7,8
3592,Mahima,mahima@xyz.com,9.5,7,27
3597,Hrishi,hrishi@xyz.com,9.1,7,17
3599,Shital,shital@xyz.com,9.2,7,19
3600,Prathit,prathit@xyz.com,9.9,7,14
3601,Avijit,avijit@xyz.com,9.6,7,15
3635,NIYATI  ,niyati@xyz.com,8.9,7,8
3638,Bhagirath,bhagirath@xyz.com,9.3,7,18
3649,Karina ,karina@xyz.com,8.5,7,21
3656,Sanesh,sanesh@xyz.com,8.3,7,9
3659,Simi,simi@xyz.com,8.7,7,8
3660,Shireen,shireen@xyz.com,8.7,7,5
3662,Karpura,karpura@xyz.com,8.5,7,7
3667,Ishan,ishan@xyz.com,9.2,7,30
3673,Arbaj,arbaj@xyz.com,9.9,7,21
3680,PRIYADARSHANI,priyadarshani@xyz.com,9.5,7,28
3685,Ved,ved@xyz.com,8.7,7,11
3694,Divij,divij@xyz.com,8.1,7,24
3700,Harshvardhan,harshvardhan@xyz.com,8.9,7,9
3702,Swaminath,swaminath@xyz.com,8.1,7,11
3705,Jugal,jugal@xyz.com,9.1,7,21
3707,Rutvik,rutvik@xyz.com,9.1,7,17
3732,Shubrat,shubrat@xyz.com,9.8,7,16
3738,DISHANT,dishant@xyz.com,9.5,7,16
3740,Gohil ,gohil@xyz.com,8.3,7,15
3751,Bilal,bilal@xyz.com,8.5,7,8
3776,Roshaun,roshaun@xyz.com,8.5,7,8
3777,Vishvjit,vishvjit@xyz.com,9.7,7,25
3778,Khajabi ,khajabi@xyz.com,8.8,7,24
3791,Hridya,hridya@xyz.com,9.2,7,29
3794,Surakshith,surakshith@xyz.com,9.9,7,24
3795,Divyashri,divyashri@xyz.com,8.1,7,21
3796,Sampada,sampada@xyz.com,9.8,7,21
3800,Rajdeep,rajdeep@xyz.com,9.5,7,19
3804,Vinita,vinita@xyz.com,8.5,7,18
3819,Yelena,yelena@xyz.com,9.4,7,19
3829,Arpit,arpit@xyz.com,9.5,7,20
3839,Hardik,hardik@xyz.com,8.4,7,21
3850,HEMANSHU,hemanshu@xyz.com,8.3,7,19
3873,Palash,palash@xyz.com,9.2,7,15
3881,Parmanand,parmanand@xyz.com,9.1,7,25
3883,Dnyananda ,dnyananda@xyz.com,8.5,7,5
3884,Monali,monali@xyz.com,8.7,7,8
3899,s,s@xyz.com,8.1,7,21
3919,Deep,deep@xyz.com,9.5,7,26
3920,Haresh,haresh@xyz.com,9.9,7,25
3922,Bharat,bharat@xyz.com,8.5,7,5
3937,sheik,sheik@xyz.com,9.7,7,15
3941,Himami,himami@xyz.com,8.7,7,15
3944,Srimanthula,srimanthula@xyz.com,8.6,7,12
3960,Leena,leena@xyz.com,8.4,7,9
3966,Pritam ,pritam@xyz.com,8.5,7,8
3968,Capt Sachin,captsachin@xyz.com,8.7,7,19
3983,VINAYKUMAR,vinaykumar@xyz.com,8.7,7,20
3984,Aum,aum@xyz.com,8.2,7,9
3986,Priyansh,priyansh@xyz.com,9.1,7,31
3994,Ar. Priyanka,ar.priyanka@xyz.com,9.6,7,17
4004,Toshal,toshal@xyz.com,8.8,7,9
4013,Ashishkumar,ashishkumar@xyz.com,8.7,7,19
4019,RASTRASANT TUKDOJI MAHARAJ,rastrasanttukdojimaharaj@xyz.com,8.5,7,25
4020,Beryl,beryl@xyz.com,9.1,7,22
4032,Kamla,kamla@xyz.com,9.3,7,21
4042,Rupa,rupa@xyz.com,9.2,7,17
4046,Chandani ,chandani@xyz.com,9.7,7,20
4048,EREM,erem@xyz.com,8.7,7,10
4056,Jeevan,jeevan@xyz.com,8.7,7,11
4068,Kesari,kesari@xyz.com,9.6,7,25
4069,Charvin,charvin@xyz.com,9.1,7,25
4074,NISHIT,nishit@xyz.com,8.8,7,8
4080,Meenu,meenu@xyz.com,9.5,7,21
4089,Ratan ,ratan@xyz.com,8.5,7,13
4092,Vinay,vinay@xyz.com,9.1,7,21
4095,Prerit,prerit@xyz.com,8.5,7,21
4113,Dattaprasad,dattaprasad@xyz.com,9.2,7,30
4119,Gre,gre@xyz.com,9.1,7,17
4144,Sabahat,sabahat@xyz.com,8.9,7,13
4149,Pranshu,pranshu@xyz.com,8.3,7,12
4150,Abhinav,abhinav@xyz.com,9.2,7,16
4162,Pradnesh,pradnesh@xyz.com,9.4,7,17
4163,Brinda ,brinda@xyz.com,8.5,7,19
4168,Dikshant,dikshant@xyz.com,8.1,7,20
4173,PRAKSHAL,prakshal@xyz.com,9.5,7,17
4190,Gitesh,gitesh@xyz.com,9.7,6,30
4196,Saima,saima@xyz.com,9.9,6,20
4202,Rachana,rachana@xyz.com,9.7,6,14
4204,Sushma,sushma@xyz.com,8.7,7,9
4205,DUGAM,dugam@xyz.com,8.5,7,19
4208,Akshada,akshada@xyz.com,8.2,7,9
4214,Khilender,khilender@xyz.com,8.1,6,7
4216,Nipun,nipun@xyz.com,9.1,7,17
4218,PREETHI ,preethi@xyz.com,9.5,7,15
4220,Soheb,soheb@xyz.com,8.4,6,19
4223,Harshit,harshit@xyz.com,8.9,6,15
4224,Mohd Junaid ,mohdjunaid@xyz.com,8.5,6,20
4225,Rudresh,rudresh@xyz.com,8.8,7,9
4237,Earl,earl@xyz.com,9.0,7,9
4239,Lesa,lesa@xyz.com,9.7,6,17
4250,Chelsey,chelsey@xyz.com,9.5,7,23
4256,Laurence,laurence@xyz.com,9.3,7,28
4260,Elmer,elmer@xyz.com,8.3,7,9
4266,Ola,ola@xyz.com,8.6,6,13
4267,Georgiana,georgiana@xyz.com,9.9,7,16
4277,Mac,mac@xyz.com,8.5,8,15
4280,Trevor,trevor@xyz.com,8.9,8,9
4285,Jeanne,jeanne@xyz.com,9.2,8,19
4289,Cody,cody@xyz.com,8.7,8,7
4294,Kent,kent@xyz.com,8.7,6,13
4297,Garry,garry@xyz.com,9.1,6,25
4298,Neal,neal@xyz.com,8.9,8,22
4302,Paulette,paulette@xyz.com,9.5,6,14
4306,Alicia,alicia@xyz.com,9.9,6,14
4307,Bridget,bridget@xyz.com,9.2,8,24
4312,Doreen,doreen@xyz.com,8.7,6,11
4313,Drew,drew@xyz.com,9.1,8,25
4314,Kenya,kenya@xyz.com,9.4,6,21
4315,Lourdes,lourdes@xyz.com,8.5,8,8
4318,Alise,alise@xyz.com,8.3,8,9
4321,Terrell,terrell@xyz.com,9.6,8,19
4322,Kristy,kristy@xyz.com,9.1,6,21
4327,Stacey,stacey@xyz.com,9.1,6,19
4334,Frederic,frederic@xyz.com,9.2,8,25
4338,Romaine,romaine@xyz.com,8.2,6,8
4340,Leora,leora@xyz.com,9.5,6,25
4343,Breanna,breanna@xyz.com,9.6,6,25
4346,Stella,stella@xyz.com,8.3,6,13
4347,Rocco,rocco@xyz.com,8.8,6,9
4353,Wilda,wilda@xyz.com,8.7,6,10
4354,Camilla,camilla@xyz.com,9.4,6,26
4357,Lois,lois@xyz.com,9.4,8,30
4359,Xenia,xenia@xyz.com,8.5,6,8
4361,Young,young@xyz.com,8.9,6,30
4365,Joline,joline@xyz.com,9.9,6,26
4369,Michele,michele@xyz.com,8.5,8,7
4371,Raul,raul@xyz.com,9.7,8,29
4372,Nell,nell@xyz.com,8.7,6,8
4378,Lorena,lorena@xyz.com,8.2,8,7
4381,Hiram,hiram@xyz.com,8.9,8,8
4382,Madge,madge@xyz.com,9.8,8,16
4383,Al,al@xyz.com,9.6,6,27
4384,Bruce,bruce@xyz.com,9.1,6,19
4393,Tonya,tonya@xyz.com,9.1,8,23
4395,Lance,lance@xyz.com,8.5,6,16
4400,Terrence,terrence@xyz.com,9.5,8,18
4401,Emily,emily@xyz.com,9.6,6,18
4405,Georgia,georgia@xyz.com,9.5,8,25
4408,Ruben,ruben@xyz.com,9.2,6,19
4409,Harley,harley@xyz.com,8.3,6,9
4410,Louella,louella@xyz.com,9.2,8,29
4416,Marcy,marcy@xyz.com,9.6,6,21
4418,Myron,myron@xyz.com,8.4,6,5
4422,Nora,nora@xyz.com,8.5,8,13
4425,Caroline,caroline@xyz.com,8.7,8,21
4429,Lynn,lynn@xyz.com,8.3,8,21
4437,Noe,noe@xyz.com,9.5,6,15
4441,Tomas,tomas@xyz.com,8.4,6,24
4444,Jeremy,jeremy@xyz.com,8.7,8,24
4453,Gale,gale@xyz.com,8.2,8,8
4459,Carey,carey@xyz.com,9.5,8,16
4460,Lucile,lucile@xyz.com,9.2,6,19
4468,Tatiana,tatiana@xyz.com,8.3,8,22
4469,Bernadine,bernadine@xyz.com,8.1,8,9
4473,Ramon,ramon@xyz.com,9.1,8,20
4476,Benton,benton@xyz.com,9.1,8,19
4479,Connie,connie@xyz.com,9.9,8,11
4482,Treena,treena@xyz.com,9.3,6,28
4484,Dewayne,dewayne@xyz.com,8.7,6,7
4494,Virgil,virgil@xyz.com,9.1,6,19
4495,June,june@xyz.com,9.8,6,23
4496,Marjory,marjory@xyz.com,9.6,6,18
4499,Alton,alton@xyz.com,9.5,8,13
4508,Gordon,gordon@xyz.com,8.1,6,8
4520,Christiane,christiane@xyz.com,9.5,8,17
4528,Cameron,cameron@xyz.com,8.3,8,11
4531,Geraldine,geraldine@xyz.com,9.1,8,18
4533,Carrie,carrie@xyz.com,8.9,6,9
4535,Carmella,carmella@xyz.com,9.5,8,29
4542,Jasmin,jasmin@xyz.com,8.3,6,11
4547,Kristen,kristen@xyz.com,8.7,6,9
4561,Tressie,tressie@xyz.com,9.6,8,30
4566,Phillis,phillis@xyz.com,9.1,6,19
4582,Damien,damien@xyz.com,8.7,8,9
4586,Sam,sam@xyz.com,9.5,6,21
4588,Samantha,samantha@xyz.com,8.1,6,21
4591,Hermelinda,hermelinda@xyz.com,9.9,6,18
4593,Lottie,lottie@xyz.com,8.8,6,18
4602,Clifford,clifford@xyz.com,8.5,8,8
4609,Gwendolyn,gwendolyn@xyz.com,9.5,6,18
4621,Barry,barry@xyz.com,9.3,8,25
4623,Doug,doug@xyz.com,8.7,8,15
4631,Reynaldo,reynaldo@xyz.com,9.5,6,26
4637,Ernest,ernest@xyz.com,9.0,6,7
4639,Minnie,minnie@xyz.com,8.5,6,6
4641,Shawna,shawna@xyz.com,8.1,6,21
4652,Elaine,elaine@xyz.com,9.6,6,21
4660,Vora,vora@xyz.com,9.1,8,15
4666,Madhavrao,madhavrao@xyz.com,8.4,6,8
4668,Sinha,sinha@xyz.com,8.7,6,8
4669,AjgarAli,ajgarali@xyz.com,8.5,6,17
4670,Hemakant,hemakant@xyz.com,8.5,6,13
4672,Gadekar,gadekar@xyz.com,9.7,6,15
4676,Praful,praful@xyz.com,8.7,8,7
4677,Baban,baban@xyz.com,9.1,6,26
4693,DHARMENDRA,dharmendra@xyz.com,8.6,6,9
4694,Vidyarthi,vidyarthi@xyz.com,9.2,6,26
4696,Dwivedi,dwivedi@xyz.com,9.9,8,21
4700,Danej,danej@xyz.com,8.4,8,8
4702,Minhas,minhas@xyz.com,8.9,8,6
4711,Pappu,pappu@xyz.com,9.2,8,17
4714,Raju,raju@xyz.com,9.5,6,19
4722,kanojiya,kanojiya@xyz.com,8.7,8,21
4725,Shivaji,shivaji@xyz.com,9.5,6,17
4730,Marotrao,marotrao@xyz.com,9.1,8,19
4735,Jagtap,jagtap@xyz.com,8.5,6,9
4736,Suresh,suresh@xyz.com,8.1,6,15
4739,Bansilal,bansilal@xyz.com,9.3,8,20
4740,PATRA,patra@xyz.com,8.9,6,9
4742,R.,r.@xyz.com,9.6,6,19
4743,Mohanrao,mohanrao@xyz.com,9.6,6,18
4744,Someshwar,someshwar@xyz.com,9.1,8,20
4750,Shivcharan,shivcharan@xyz.com,9.5,6,17
4759,Vhatkar,vhatkar@xyz.com,8.5,8,12
4767,Sampat,sampat@xyz.com,9.9,8,30
4769,Madimgiri,madimgiri@xyz.com,8.3,8,21
4773,Khandve,khandve@xyz.com,8.7,6,21
4774,Dhamdhere,dhamdhere@xyz.com,8.7,8,8
4780,Harmeet,harmeet@xyz.com,8.6,6,9
4784,Pawar,pawar@xyz.com,9.8,6,21
4785,JIGNASHA,jignasha@xyz.com,9.6,6,20
4786,VIJYA,vijya@xyz.com,9.6,8,28
4794,Aamir,aamir@xyz.com,8.3,8,9
4796,Adinath,adinath@xyz.com,8.7,6,9
4801,Prerana,prerana@xyz.com,8.5,8,23
4804,Gokul,gokul@xyz.com,9.7,6,19
4806,Ashuraj,ashuraj@xyz.com,8.5,8,12
4818,Vikram,vikram@xyz.com,9.3,8,21
4820,Harish.s,harish.s@xyz.com,8.1,6,25
4827,SAMIULLAH,samiullah@xyz.com,9.5,8,17
4834,Kaviya.,kaviya.@xyz.com,8.4,8,8
4836,Vishnupriya,vishnupriya@xyz.com,9.2,8,27
4841,Dhanalakshmi,dhanalakshmi@xyz.com,9.3,6,24
4843,Leakhaa,leakhaa@xyz.com,8.4,6,19
4846,Nishaathiry.k,nishaathiry.k@xyz.com,8.7,6,18
4850,DHIVAGAR,dhivagar@xyz.com,8.5,8,8
4851,Kaviya,kaviya@xyz.com,8.7,8,9
4853,R.Roshiny,r.roshiny@xyz.com,8.8,8,13
4859,SINDHU,sindhu@xyz.com,8.3,6,13
4875,Haiya,haiya@xyz.com,9.8,8,30
4877,KASUNDRA,kasundra@xyz.com,9.5,8,19
4880,JAINISH,jainish@xyz.com,8.5,6,8
4881,Meghkumar,meghkumar@xyz.com,8.8,8,5
4885,Badal,badal@xyz.com,8.7,6,5
4888,Prajapati Ankit,prajapatiankit@xyz.com,9.2,8,17
